辽阳,辽宁,辽宁省,41.83571,123.42925
辽左,辽宁省,辽宁省,41.83571,123.42925
沈阳,沈阳,沈阳市,41.80258109,123.4244499
巴音郭楞蒙古自治州,巴音郭楞蒙古自治州,巴音郭楞蒙古自治州,41.76261906,86.14262083
通化,通化,通化市,41.72603963,125.9341155
龟兹,新疆库车,库车县,41.71741,82.96212
伊逻卢城,新疆库车,库车县,41.71741,82.96212
沈州,辽宁沈阳,沈阳市,41.67718,123.4631
广宁,辽宁北镇,北镇市,41.59465,121.79854
中京,内蒙古宁城,宁城县,41.59426,119.34308
大宁卫,内蒙古宁城,宁城县,41.59426,119.34308
龙城,辽宁朝阳,朝阳市,41.57347,120.4508
平卢,辽宁朝阳,朝阳市,41.57347,120.4508
朝阳,朝阳,朝阳市,41.5713893,120.4450408
抚冥,内蒙古四子王旗,四子王旗,41.53316,111.70658
本溪,本溪,本溪市,41.48487294,123.6801808
辽东,辽阳,辽阳市,41.26809,123.23736
辽阳,辽阳,辽阳市,41.265737,123.2308834
杏山,辽宁凌海市,凌海市,41.17371,121.35771
松山,辽宁凌海市,凌海市,41.17371,121.35771
阿克苏地区,阿克苏地区,阿克苏地区,41.16786369,80.25834189
怀荒,河北张北,张北县,41.15862,114.71987
盘锦,盘锦,盘锦市,41.11785056,122.0651418
鞍山,鞍山,鞍山市,41.10676165,122.9891277
武川,内蒙古武川,武川县,41.0965,111.45118
锦州,锦州,锦州市,41.09311892,121.1208193
怀朔,内蒙古固阳,固阳县,41.03412,110.0607
乌兰察布,乌兰察布,乌兰察布市,40.99288066,113.1253739
承德,承德,承德市,40.94998656,117.9566805
三受降城,内蒙古杭锦后旗,杭锦后旗,40.88594,107.15114
归绥,呼和浩特市,呼和浩特市,40.84149,111.75199
呼和浩特,呼和浩特,呼和浩特市,40.84106641,111.7418112
妫州,张家口,张家口市,40.82444,114.88755
兴和,河北省张家口市,张家口市,40.82444,114.88755
云中都护府,内蒙古,内蒙古自治区,40.81733,111.76522
张家口,张家口,张家口市,40.76625632,114.87999
巴彦淖尔,巴彦淖尔,巴彦淖尔市,40.74170397,107.3821978
葫芦岛,葫芦岛,葫芦岛市,40.7095877,120.8316222
营口,营口,营口市,40.66587409,122.2299559
五原,内蒙古包头,包头市,40.65781,109.84021
包头,包头,包头市,40.65604573,109.8344134
松亭关,河北宽城,宽城满族自治县,40.61139,118.48535
上谷,河北怀来,怀来县,40.41538,115.51778
土木堡,河北怀来,怀来县,40.41538,115.51778
阪泉,河北涿鹿,涿鹿县,40.38003,115.21962
鸡鹿塞,内蒙古磴口,磴口县,40.33056,107.00864
白龙堆,甘肃玉门,玉门市,40.29176,97.04542
军都陉,北京市昌平,北京市,40.22077,116.23128
东陵,河北遵化,遵化市,40.18924,117.96567
玉门关,甘肃敦煌,敦煌市,40.14219,94.66197
云中,山西大同,大同市,40.07637,113.30001
云冈石窟,山西大同,大同市,40.07637,113.30001
代郡,大同,大同市,40.07637,113.30001
山后,大同,大同市,40.07637,113.30001
平城,山西大同,大同市,40.07637,113.30001
大同,大同,大同市,40.07523638,113.2930538
武州塞,山西左云,左云县,40.01349,112.70273
丹东,丹东,丹东市,39.99898733,124.3491777
秦皇岛,秦皇岛,秦皇岛市,39.9346754,119.5963956
京师,北京,北京市,39.90469,116.40717
北平,北京,北京市,39.90469,116.40717
大都,北京,北京市,39.90469,116.40717
北京,北京,北京市,39.90313246,116.4010434
嘉峪关,嘉峪关,嘉峪关市,39.77089787,98.28922555
令支,河北滦县,滦县,39.74058,118.70351
酒泉,酒泉,酒泉市,39.738494,98.500693
瓜州,酒泉,酒泉市,39.73255,98.49394
析津,大兴县,北京市,39.72684,116.34159
克孜勒苏柯尔克孜自治州,克孜勒苏柯尔克孜自治州,克孜勒苏柯尔克孜自治州,39.71412127,76.16466946
乌海,乌海,乌海市,39.65478306,106.7893823
唐山,唐山,唐山市,39.62901483,118.1738522
鄂尔多斯,鄂尔多斯,鄂尔多斯市,39.60724311,109.7753417
廊坊,廊坊,廊坊市,39.53653279,116.6777729
喀什地区,喀什地区,喀什地区,39.46991362,75.98690043
飞狐口,河北涞源,涞源县,39.36018,114.69424
朔州,朔州,朔州市,39.32963578,112.4260704
三关,河北霸县,霸州市,39.12581,116.3917
天津,天津,天津市,39.0867707,117.1969538
天津,天津,天津市,39.0851,117.19937
句注山,山西代县,代县,39.06689,112.95996
陉岭,山西代县,代县,39.06689,112.95996
西陉山,山西代县,代县,39.06689,112.95996
雁门山,山西代县,代县,39.06689,112.95996
宁武关,山西宁武,宁武县,39.00147,112.3045
石嘴山,石嘴山,石嘴山市,38.98312419,106.3793345
张掖,张掖,张掖市,38.92592,100.44981
甘州,张掖,张掖市,38.92592,100.44981
甘州,甘肃张掖,张掖市,38.92592,100.44981
张掖,张掖,张掖市,38.9251511,100.4483759
双岛,辽宁省大连市,大连市,38.91369,121.61476
大连,大连,大连市,38.91255725,121.6100243
飞狐陉,河北省保定市,保定市,38.87396,115.46459
蒲阴陉,河北省保定市,保定市,38.87396,115.46459
安肃军,保定市,保定市,38.87396,115.46459
保定,保定,保定市,38.87303812,115.4582835
阿拉善盟,阿拉善盟,阿拉善盟,38.85143143,105.7247047
武威,甘肃民勤,民勤县,38.62434,103.09366
金昌,金昌,金昌市,38.51965969,102.1859101
兴庆,宁夏银川,银川市,38.48644,106.23248
银川,银川,银川市,38.48610806,106.2280246
宁夏,宁夏,宁夏回族自治区,38.47117,106.25867
忻州,山西忻县,兴县,38.46242,111.1276
祁州,安国市,安国市,38.41845,115.32664
忻州,忻州,忻州市,38.41614406,112.7277052
沧州,沧州,沧州市,38.30372596,116.8330125
上郡,陕西榆林,榆林市,38.2852,109.73458
延绥,榆林,榆林市,38.2852,109.73458
榆林,榆林,榆林市,38.28470608,109.7293771
中山,河定县,正定县,38.14618,114.57096
且末,新疆且末县,且末县,38.14538,85.52977
沧州,河北盐山,盐山县,38.0583,117.23025
井陉关,河北石家庄,石家庄市,38.04276,114.5143
成德,石家庄市,石家庄市,38.04276,114.5143
石家庄,石家庄,石家庄市,38.04176547,114.5087443
平州,河北,河北省,38.03599,114.46979
井陉,石家庄井陉县,井陉县,38.03225,114.14532
吴忠,吴忠,吴忠市,37.9968523,106.1943238
武威,武威,武威市,37.92812187,102.6363947
山右,山西省,山西省,37.87343,112.56272
山西,山西省,山西省,37.87343,112.56272
左国城,山西,山西省,37.87343,112.56272
太原,太原市,太原市,37.87059,112.55067
并州,太原,太原市,37.87059,112.55067
太原,太原,太原市,37.87011447,112.5436501
阳泉,阳泉,阳泉市,37.85617468,113.5741601
永乐,陕西米脂,米脂县,37.75484,110.18394
衡水,衡水,衡水市,37.73819511,115.6631226
晋中,晋中,晋中市,37.68641685,112.7462006
吕梁,吕梁,吕梁市,37.51761861,111.1380009
威海,威海,威海市,37.50946091,122.1156157
中卫,中卫,中卫市,37.4993855,105.1929575
厌次,山东惠民,惠民县,37.48982,117.5092
豆子航,山东惠民县,惠民县,37.48982,117.5092
烟台,烟台,烟台市,37.46269832,121.4425999
德州,德州,德州市,37.441299,116.36555
东营,东营,东营市,37.43263957,118.6691473
滨州,滨州,滨州市,37.388204,117.977245
海西蒙古族藏族自治州,海西蒙古族藏族自治州,海西蒙古族藏族自治州,37.37649783,97.36886087
和田地区,和田地区,和田地区,37.11449957,79.92019551
于阗,新疆和田,和田地区,37.11431,79.92247
沙丘,河北广宗,广宗县,37.07463,115.14261
邢州,河北邢台,邢台市,37.07055,114.50443
邢台,邢台,邢台市,37.07008652,114.4989144
巨鹿,河北平乡,平乡县,37.06319,115.03007
海北藏族自治州,海北藏族自治州,海北藏族自治州,36.95448985,100.8994991
淄博,淄博,淄博市,36.8124665,118.0488015
即墨,山东平度,平度市,36.7867,119.95994
令居,甘肃永登,永登县,36.7364,103.26051
潍坊,潍坊,潍坊市,36.70583346,119.1559731
汾州,山西隰县,隰县,36.69344,110.94049
赤岭,青海湟源,湟源县,36.68246,101.25648
山东,山东省,山东省,36.66826,117.02076
山左,山东省,山东省,36.66826,117.02076
齐州,济南,济南市,36.65184,117.12009
济南,济南,济南市,36.64981579,117.1140788
邯郸,邯郸,邯郸市,36.62556,114.53918
邯郸,邯郸,邯郸市,36.62551771,114.5333083
青唐,青海西宁,西宁市,36.61729,101.77782
西宁,青海西宁,西宁市,36.61729,101.77782
石堡城,青海西宁市,西宁市,36.61729,101.77782
西宁,西宁,西宁市,36.61718403,101.7758012
延安,延安,延安市,36.58538568,109.4843284
延州,延安,延安市,36.58529,109.48978
会州,甘肃靖远,靖远县,36.56529,104.687
白银,白银,白银市,36.54469469,104.1346738
海东,海东,海东市,36.50225958,102.1022337
陇右,青海海东市,海东市,36.48209,102.40173
聊城,聊城,聊城市,36.45702906,115.9797554
东昌,聊城,聊城市,36.45702,115.98549
古渡口,河北磁县,磁县,36.37396,114.37392
滏口陉,河北磁县,磁县,36.37396,114.37392
杨刘,山东东阿,东阿县,36.33503,116.24773
谷城,山东平阴,平阴县,36.28937,116.45599
海南藏族自治州,海南藏族自治州,海南藏族自治州,36.28680992,100.6190629
元城,大名县,大名县,36.28558,115.14788
大非川,青海共和县,共和县,36.283,100.62012
莱芜,莱芜,莱芜市,36.21376217,117.6708493
长勺,山东莱芜,莱芜市,36.21359,117.67667
夹谷,山东莱芜,莱芜市,36.21359,117.67667
泰安,泰安,泰安市,36.19964486,117.0822586
上党,长治市,长治市,36.19581,113.11649
长治,长治,长治市,36.19529136,113.109697
安阳,安阳,安阳市,36.09985201,114.3867001
安阳,安阳,安阳市,36.09771,114.3931
平阳,山西临汾,临汾市,36.08822,111.51962
武遂,山西临汾,临汾市,36.08822,111.51962
临汾,临汾,临汾市,36.08815276,111.5127848
青岛,青岛,青岛市,36.06588898,120.3780128
兰州,兰州,兰州市,36.06153599,103.8319405
巩昌,甘肃,甘肃省,36.05942,103.82634
武都,甘肃,甘肃省,36.05942,103.82634
甘肃,甘肃省,甘肃省,36.05942,103.82634
固原,固原,固原市,36.021635,106.249053
安定,宁夏固原,固原市,36.0158,106.24259
东平,山东东平,东平县,35.93708,116.47024
马陵,河南范县,范县,35.85193,115.50411
苑川,甘肃榆中,榆中县,35.84327,104.11261
长平,山西高平,高平市,35.79807,112.92358
东郡,河南濮阳,濮阳市,35.76189,115.02932
濮阳,濮阳,濮阳市,35.76177522,115.0231526
中牟,河南鹤壁市,鹤壁市,35.747,114.29745
鹤壁,鹤壁,鹤壁市,35.74677125,114.2912972
安化,庆阳,庆阳市,35.70978,107.64292
庆原,庆阳,庆阳市,35.70978,107.64292
庆阳,庆阳,庆阳市,35.7093187,107.638679
枋头,河南浚县,浚县,35.67617,114.55078
白沟,河南浚县,浚县,35.67617,114.55078
卫国,河南淇县,淇县,35.60786,114.19766
临夏回族自治州,临夏回族自治州,临夏回族自治州,35.607579,103.216799
玉壁城,山西稷山,稷山县,35.60401,110.98311
龙门,山西河津,河津市,35.59643,110.71186
定西,定西,定西市,35.58120299,104.6232999
白马,河南滑县,滑县,35.57534,114.5193
平凉,平凉,平凉市,35.54343876,106.6610384
平凉,平凉市,平凉市,35.54303,106.6653
黄南藏族自治州,黄南藏族自治州,黄南藏族自治州,35.51998301,102.0137724
北地,甘肃宁县,宁县,35.50223,107.92824
晋城,晋城,晋城市,35.49101314,112.8453804
天井关,山西晋城,晋城市,35.49039,112.85113
少梁,陕西韩城,韩城市,35.47669,110.44243
日照,日照,日照市,35.41676422,119.5211928
济宁,济宁,济宁市,35.41498894,116.5818849
巨野泽,山东巨野县,巨野县,35.39633,116.09495
陇西,甘肃临洮,临洮县,35.39509,103.85954
狄道,甘肃临洮,临洮县,35.39509,103.85954
曲沃,山西闻喜,闻喜县,35.35663,111.22472
新乡,新乡,新乡市,35.3044845,113.9211747
白陉,新乡市,新乡市,35.30323,113.92675
大沫崮,山东费县,费县,35.26659,117.97711
武城,山东费县,费县,35.26659,117.97711
菏泽,菏泽,菏泽市,35.23403695,115.4746887
太行陉,河南省焦作市,焦作市,35.21563,113.24201
焦作,焦作,焦作市,35.2155036,113.2356479
天水,甘肃通渭,通渭县,35.21087,105.24219
延津,河南延津县,延津县,35.14194,114.20515
临沂,临沂,临沂市,35.10517462,118.350949
沂州,山东临沂,临沂市,35.10465,118.35646
怀州,河南沁阳,沁阳市,35.0876,112.9506
怀庆,河南沁阳,沁阳市,35.0876,112.9506
阳武,河南原阳,原阳县,35.06569,113.93997
运城,运城,运城市,35.02712429,111.0015031
甘南藏族自治州,甘南藏族自治州,甘南藏族自治州,34.98447263,102.9092378
亦壁,蒲圻县,蒲城县,34.95517,109.58646
铜川,铜川,铜川市,34.89749812,108.9408931
回中,陕西陇县,陇县,34.89305,106.8643
兰陵,山东苍山县,兰陵县,34.85729,118.07072
吴山,山西平陆县,平陆县,34.83467,111.19474
枣庄,枣庄,枣庄市,34.81085115,117.3178217
云阳,陕西淳化,淳化县,34.79873,108.58059
开封,开封,开封市,34.79814183,114.3017513
陈桥驿,河南开封市,开封市,34.79726,114.30731
陈留,开封,开封市,34.79726,114.30731
大梁,河南开封,开封市,34.79726,114.30731
夷门,开封,开封市,34.79726,114.30731
开封,开封,开封市,34.79726,114.30731
朱仙镇,河南开封,开封市,34.79726,114.30731
板桥,河南开封,开封市,34.79726,114.30731
汴州,开封,开封市,34.79726,114.30731
汴梁,开封,开封市,34.79726,114.30731
同州,陕西大荔,大荔县,34.79566,109.94217
成皋,河南省荥阳市,荥阳市,34.78762,113.38349
三门峡,三门峡,三门峡市,34.77340571,111.1940701
中州,河南,河南省,34.76571,113.75322
大震关,甘肃清水县,清水县,34.74981,106.13737
郑州,郑州,郑州市,34.74839263,113.6192611
伏羌,甘谷县,甘谷县,34.732,105.33564
永乐宫,山西芮城,芮城县,34.69365,110.69442
外黄,河南民权,民权县,34.64691,115.14766
洛阳,洛阳,洛阳市,34.6190627,112.4471901
三川,洛阳市,洛阳市,34.61812,112.45361
东京,洛阳,洛阳市,34.61812,112.45361
北邙,洛阳,洛阳市,34.61812,112.45361
成周城,洛阳,洛阳市,34.61812,112.45361
西京,洛阳,洛阳市,34.61812,112.45361
东海郡,山东郯城,郯城县,34.61357,118.36717
连云港,连云港,连云港市,34.59758853,119.2160119
郁洲,江苏连云港,连云港市,34.59669,119.22295
天水,天水,天水市,34.58737,105.731316
西县,甘肃天水,天水市,34.58085,105.72486
秦州,天水,天水市,34.58085,105.72486
奉天,陕西乾县,乾县,34.52761,108.2394
弘农,河南灵宝,灵宝市,34.51685,110.89456
渭南,渭南,渭南市,34.50128743,109.5047576
左冯翊,陕西省渭南市,渭南市,34.49997,109.51015
果洛藏族自治州,果洛藏族自治州,果洛藏族自治州,34.47282168,100.2432927
阳城,河南登封,登封市,34.45348,113.05028
少林寺,河南登封,登封市,34.45348,113.05028
五丈原,陕西岐山县,岐山县,34.44346,107.62101
岐山,陕西岐山县,岐山县,34.44346,107.62101
商丘,商丘,商丘市,34.41552227,115.6506827
宋州,河南商丘,商丘市,34.41427,115.65635
应天,商丘,商丘市,34.41427,115.65635
归德,河南商丘,商丘市,34.41427,115.65635
万年,陕西临潼,临潼区,34.3667,109.21421
戏水,陕西临潼,临潼区,34.3667,109.21421
宝鸡,宝鸡,宝鸡市,34.36454722,107.2330868
陈仓,陕西宝鸡市,宝鸡市,34.36194,107.23732
陈仓道,陕西省宝鸡市,宝鸡市,34.36194,107.23732
凤翔,陕西省宝鸡市,宝鸡市,34.36194,107.23732
岐州,陕西省宝鸡市,宝鸡市,34.36194,107.23732
西安,西安,西安市,34.34259235,108.9349973
镐京,陕西西安,西安市,34.34127,108.93984
长安,西安市,西安市,34.34127,108.93984
丰镐,陕西西安,西安市,34.34127,108.93984
大兴城,西安,西安市,34.34127,108.93984
大雁塔,陕西西安市,西安市,34.34127,108.93984
奉元,西安,西安市,34.34127,108.93984
小雁塔,西安,西安市,34.34127,108.93984
少陵,西安市,西安市,34.34127,108.93984
西安,陕西西安,西安市,34.34127,108.93984
未央宫,西安,西安市,34.34127,108.93984
永兴军,西安,西安市,34.34127,108.93984
韦曲,陕西西安,西安市,34.34127,108.93984
戏亭,陕西省西安市,西安市,34.34127,108.93984
咸阳,咸阳,咸阳市,34.33057575,108.704481
马嵬坡,陕西兴平,兴平市,34.29932,108.4904
扶风,陕西兴平,兴平市,34.29932,108.4904
茂陵,陕西兴平,兴平市,34.29932,108.4904
奉先,陕西,陕西省,34.26486,108.95424
徐州,徐州,徐州市,34.20820856,117.2786162
祁山,甘肃礼县,礼县,34.18907,105.17844
阳翟,河南禹州市,禹州市,34.14048,113.48794
陆浑,河南嵩县,嵩县,34.13451,112.0857
阳夏,河南太康,太康县,34.06379,114.83779
许昌,许昌,许昌市,34.03691563,113.8462214
许州,河南许昌,许昌市,34.0357,113.85233
许昌,许昌,许昌市,34.0357,113.85233
云梯关,江苏滨海,滨海县,33.98975,119.82064
宿迁,宿迁,宿迁市,33.9632943,118.2699226
下相,江苏宿迁,宿迁市,33.96193,118.27549
淮北,淮北,淮北市,33.95728186,116.7930401
砀山,河南永城,永城市,33.92915,116.44946
沛郡,安徽濉溪县,濉溪县,33.91537,116.7662
下邳,江苏睢宁,睢宁县,33.91274,117.94108
邳州,江苏睢宁,睢宁县,33.91274,117.94108
商洛,商洛,商洛市,33.87396983,109.9134351
苦县,河南鹿邑,鹿邑县,33.86009,115.48443
亳州,亳州,亳州市,33.84598914,115.7728691
仙人关,甘肃徽县,徽县,33.76884,106.08785
平顶山,平顶山,平顶山市,33.76760832,113.1862369
仇池,甘肃成县,成县,33.75062,105.74222
同谷,甘肃成县,成县,33.75062,105.74222
武关,陕西丹凤,丹凤县,33.69585,110.32721
宿州,宿州,宿州市,33.64774112,116.9590005
周口,周口,周口市,33.62728167,114.6914543
陈郡,周口市,周口市,33.62583,114.69695
淮安,淮安,淮安市,33.61159792,119.0099531
山阳,江苏淮安,淮安市,33.61016,119.01595
山阳渎,江苏淮安,淮安市,33.61016,119.01595
漯河,漯河,漯河市,33.58297003,114.0107363
陈州,河南沈丘,沈丘县,33.4094,115.09856
陇南,陇南,陇南市,33.40275595,104.9190397
阶州,甘肃武都,武都区,33.39189,104.92667
盐城,盐城,盐城市,33.35079796,120.1563014
兴州,陕西略阳,略阳县,33.32733,106.1566
阳平关,陕西勉县,勉县,33.15362,106.67314
三户,河南淅川,淅川县,33.13815,111.49078
汉中,汉中,汉中市,33.069467,107.0188106
武乡,汉中,汉中市,33.06761,107.02377
汉中,陕西汉中,汉中市,33.06761,107.02377
沔州,陕西省汉中市,汉中市,33.06761,107.02377
驻马店,驻马店,驻马店市,33.01359614,114.0163995
汝南,驻马店市,驻马店市,33.01142,114.02299
玉树藏族自治州,玉树藏族自治州,玉树藏族自治州,33.0072543,97.00620985
汝宁,河南汝南,汝南县,33.00685,114.36229
南阳,南阳,南阳市,32.99263234,112.5225048
西鄂,河南南阳,南阳市,32.99073,112.52851
当涂,安徽怀远,怀远县,32.97011,117.20514
阴平,甘肃文县,文县,32.94396,104.68343
文州,甘肃文县,文县,32.94396,104.68343
蚌埠,蚌埠,蚌埠市,32.9172796,117.3834501
阜阳,阜阳,阜阳市,32.89176901,115.8089244
汝阴,安徽阜阳,阜阳市,32.88963,115.81495
下蔡,安徽风台,凤台县,32.70946,116.71077
方城,邓州市,邓州市,32.68777,112.08736
邓州,邓州市,邓州市,32.68777,112.08736
安康,安康,安康市,32.68682289,109.0241648
兴安,安康,安康市,32.68486,109.02932
西城,陕西安康,安康市,32.68486,109.02932
松州,四川松潘,松潘县,32.63813,103.59893
十堰,十堰,十堰市,32.63130641,110.7926338
淮南,淮南,淮南市,32.62752082,116.9943918
八公山,安徽淮南市,淮南市,32.62549,116.9998
安丰,安徽省淮南市,淮南市,32.62549,116.9998
寿春,安徽省淮南市,淮南市,32.62549,116.9998
芍陂,安徽寿县,寿县,32.57332,116.78708
阿里地区,阿里地区,阿里地区,32.50357385,80.10396355
泰州,泰州,泰州市,32.45716648,119.9180336
广元,广元,广元市,32.43771367,105.8400374
七盘关,四川广元,广元市,32.43549,105.84357
利州,四川广元,广元市,32.43549,105.84357
扬州,扬州,扬州市,32.39625223,119.4074726
广陵,江苏扬州,扬州市,32.39358,119.41269
扬州,扬州,扬州市,32.39358,119.41269
邗沟,扬州市,扬州市,32.39358,119.41269
扬子,江苏邗江,邗江区,32.37654,119.39823
瓜步,江苏六合,六合区,32.32222,118.82155
中都,滁州市,滁州市,32.30181,118.31683
大仪镇,江苏仪征,仪征市,32.27203,119.18444
滁州,滁州,滁州市,32.25701837,118.3279203
上庸,湖北竹山县,竹山县,32.22468,110.22879
大胜关,河南罗山县,罗山县,32.20314,114.51307
镇江,镇江,镇江市,32.19045782,119.4189564
润州,镇江,镇江市,32.18959,119.425
甘露寺,江苏镇江,镇江市,32.18959,119.425
信阳,信阳,信阳市,32.14882298,114.0853238
义阳三关,河南信阳,信阳市,32.14714,114.09279
司州,信阳,信阳市,32.14714,114.09279
武胜关,河南信阳,信阳市,32.14714,114.09279
弋阳,河南潢川,潢川县,32.13156,115.05129
云间,江苏,江苏省,32.06071,118.76295
松陵,江苏,江苏省,32.06071,118.76295
南京,南京,南京市,32.0604118,118.7911366
中兴,南京,南京市,32.05838,118.79647
冶城,南京,南京市,32.05838,118.79647
朱雀航,南京,南京市,32.05838,118.79647
白下,南京,南京市,32.05838,118.79647
石头城,南京,南京市,32.05838,118.79647
江南,南京,南京市,32.05838,118.79647
江宁,南京,南京市,32.05838,118.79647
牛头山,南京市,南京市,32.05838,118.79647
白门,南京,南京市,32.05838,118.79647
襄阳,襄阳,襄阳市,32.01102873,112.1163623
光州,河南光山,光山县,32.00997,114.91878
曲阿,江苏丹阳,丹阳市,32.00945,119.60694
山南,襄樊市,襄阳市,32.009,112.12255
岘山,襄阳,襄阳市,32.009,112.12255
南通,南通,南通市,31.98304516,120.8905277
江乘,江苏句容,句容市,31.94482,119.16864
阿坝藏族羌族自治州,阿坝藏族羌族自治州,阿坝藏族羌族自治州,31.90156386,102.2229312
巴中,巴中,巴中市,31.8693662,106.7413097
合肥,合肥,合肥市,31.82235335,117.2216699
庐州,合肥,合肥市,31.82057,117.22901
常州,常州,常州市,31.81175003,119.970599
延陵,江苏常州,常州市,31.81072,119.97365
六安,六安,六安市,31.73716646,116.5148122
随州,随州,随州市,31.69208833,113.3764415
马鞍山,马鞍山,马鞍山市,31.67259423,118.50155
乌江,安徽省马鞍山市,马鞍山市,31.67067,118.50611
历阳,安徽省马鞍山市,马鞍山市,31.67067,118.50611
青山,安徽当涂,当涂县,31.5699,118.4978
太平,安徽当涂,当涂县,31.5699,118.4978
无锡,无锡,无锡市,31.49494536,120.3069141
芙蓉湖,无锡,无锡市,31.49099,120.31237
那曲地区,那曲地区,那曲地区,31.4784804,92.04958177
大金川,四川金川,金川县,31.47597,102.06325
绵阳,绵阳,绵阳市,31.47007561,104.6761952
刘家港,江苏太仓,太仓市,31.45911,121.12975
芜湖,芜湖,芜湖市,31.35397852,118.4278122
江东,芜湖,芜湖市,31.35246,118.43313
茅麓山,湖北兴山县,兴山县,31.34813,110.74719
阳羡,江苏宜兴,宜兴市,31.34042,119.82346
义兴,江苏宜兴,宜兴市,31.34042,119.82346
苏州,苏州,苏州市,31.29951812,120.5814069
长洲苑,苏州市,苏州市,31.29834,120.58319
东吴,苏州,苏州市,31.29834,120.58319
中吴,苏州,苏州市,31.29834,120.58319
会稽,苏州,苏州市,31.29834,120.58319
吴郡,苏州,苏州市,31.29834,120.58319
吴门,苏州,苏州市,31.29834,120.58319
平江府,苏州,苏州市,31.29834,120.58319
甫里,江苏苏州,苏州市,31.29834,120.58319
苏州,苏州,苏州市,31.29834,120.58319
庐江,安徽庐江,庐江县,31.25567,117.28736
安陆,湖北安陆,安陆市,31.25554,113.68913
上海,上海,上海市,31.23195268,121.4694432
上海,上海市,上海市,31.23037,121.4737
松江,上海市,上海市,31.23037,121.4737
达州,达州,达州市,31.21076593,107.4634997
昌都,昌都,昌都市,31.143665,97.17256715
德阳,德阳,德阳市,31.13309,104.404507
东川,四川三台,三台县,31.09563,105.09459
荆门,荆门,荆门市,31.03758999,112.1937073
刺桐,桐城市,桐城市,31.03585,116.97416
江夏,湖北云梦,云梦县,31.02103,113.75331
铜陵,铜陵,铜陵市,30.94743241,117.8069038
宣城,宣城,宣城市,30.94287029,118.7538213
